date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d,bias_5,bias_10,bias_20
2025-06-02,150.83575191380788,150.83575191380788,147.64587196396903,148.55726623535156,153777,0.0,0.0,61.86,63.78,-0.06,0.0,0.15
2025-06-03,148.55725295455366,149.0129500495063,147.64585876464844,147.64585876464844,118273,0.0,0.0,45.4,57.66,-0.49,-0.58,-0.48
2025-06-04,147.64585876464844,149.0129500495063,147.64585876464844,147.64585876464844,108460,0.0,0.0,34.44,49.92,-0.55,-0.52,-0.49
2025-06-05,147.64586538461538,149.01295673076922,147.64586538461538,148.1015625,77162,0.0,0.0,31.29,43.71,-0.25,-0.15,-0.17
2025-06-06,148.55725961538462,149.9243509615385,148.1015625,148.1015625,96011,0.0,0.0,29.19,38.87,0.06,-0.09,-0.15
2025-06-09,148.1015690996603,149.01296337104282,148.1015690996603,148.55726623535156,96153,0.0,0.0,31.96,36.57,0.37,0.15,0.12
2025-06-10,148.55725760270332,149.4686518211248,148.10156049349257,149.01295471191406,187128,0.0,0.0,35.59,36.24,0.49,0.46,0.45
2025-06-11,149.4890357232863,149.4890357232863,147.10863706527218,147.584716796875,212790,7.0,0.0,27.99,33.49,-0.46,-0.53,-0.52
2025-06-12,147.58472367828966,147.58472367828966,145.204324909285,145.68040466308594,142393,0.0,0.0,21.48,29.49,-1.43,-1.65,-1.7
2025-06-13,145.2043109050285,145.2043109050285,144.2521514892578,144.2521514892578,113246,0.0,0.0,14.32,24.43,-1.88,-2.21,-2.53
2025-06-16,143.7760785463263,144.72823800689798,141.8717596251829,142.34783935546875,285091,0.0,0.0,11.52,20.13,-2.35,-3.09,-3.64
2025-06-17,142.34783265771645,144.72823119714317,142.34783265771645,144.2521514892578,88333,0.0,0.0,17.53,19.26,-0.39,-1.57,-2.22
2025-06-18,143.2999932861328,144.25215270996094,141.39567443847656,142.82391357421875,194612,0.0,0.0,17.27,18.6,-0.73,-2.22,-3.0
2025-06-19,142.34784488549968,142.82392463428062,141.87176513671875,141.87176513671875,74207,0.0,0.0,13.47,16.89,-0.86,-2.46,-3.42
2025-06-20,142.34784488549968,142.82392463428062,141.87176513671875,141.87176513671875,93032,0.0,0.0,10.94,14.91,-0.53,-2.04,-3.18
2025-06-23,141.87175537520386,141.87175537520386,140.44351622713134,141.3956756591797,76782,0.0,0.0,10.8,13.54,-0.74,-1.88,-3.3
2025-06-24,142.82391357421875,144.25215270996094,142.82391357421875,142.82391357421875,89198,0.0,0.0,18.31,15.13,0.47,-0.46,-2.12
2025-06-25,142.8239233073998,143.3000030517578,142.8239233073998,143.3000030517578,46500,0.0,0.0,32.21,20.82,0.74,0.17,-1.66
2025-06-26,143.7760760197874,145.20431518554688,143.7760760197874,145.20431518554688,87558,0.0,0.0,54.81,32.15,1.6,1.53,-0.25
2025-06-27,145.20431941029304,146.6325586176074,144.25215993875014,146.15647888183594,103221,0.0,0.0,67.31,43.87,1.66,2.06,0.55
2025-06-30,146.15648018686394,146.15648018686394,144.72824096679688,144.72824096679688,60108,0.0,0.0,67.95,51.9,0.2,0.9,-0.3
2025-07-01,144.72823967452155,146.6325586176074,144.72823967452155,146.15647888183594,75700,0.0,0.0,76.07,59.95,0.72,1.76,0.73
2025-07-02,146.15647462938654,146.15647462938654,145.20431518554688,145.20431518554688,47080,0.0,0.0,76.35,65.42,-0.2,0.93,0.16
2025-07-03,145.20431518554688,146.15647462938654,145.20431518554688,145.20431518554688,29167,0.0,0.0,76.54,69.13,-0.2,0.69,0.26
2025-07-04,145.6803949074667,145.6803949074667,144.72823546362704,145.20431518554688,24004,0.0,0.0,71.86,70.04,-0.07,0.46,0.36
2025-07-07,145.20432070681923,145.20432070681923,144.72824096679688,144.72824096679688,8031,0.0,0.0,64.57,68.22,-0.39,-0.1,0.16
2025-07-08,145.68039061291384,145.68039061291384,143.77607178137248,144.2521514892578,35104,0.0,0.0,48.61,61.68,-0.46,-0.53,-0.0
2025-07-09,144.25216254047382,144.25216254047382,143.3000030517578,143.3000030517578,36109,0.0,0.0,32.4,51.92,-0.86,-1.18,-0.51
2025-07-10,143.2999975444465,143.7760772705078,143.2999975444465,143.7760772705078,30084,0.0,0.0,26.36,43.4,-0.33,-0.76,-0.12
2025-07-11,143.7760772705078,144.72823672263038,143.2999975444465,143.7760772705078,63116,0.0,0.0,22.34,36.38,-0.13,-0.59,-0.1
2025-07-14,143.77608279611582,144.25216254047382,143.3000030517578,143.3000030517578,49170,0.0,0.0,14.89,29.22,-0.27,-0.82,-0.46
2025-07-15,143.2999932861328,143.77607299804689,142.82391357421875,142.82391357421875,41229,0.0,0.0,9.93,22.79,-0.4,-0.92,-0.74
2025-07-16,142.82391781838524,144.25215699656908,142.82391781838524,143.7760772705078,66202,0.0,0.0,17.73,21.1,0.2,-0.17,-0.12
2025-07-17,143.77607178137248,144.72823119714317,143.77607178137248,144.2521514892578,38050,0.0,0.0,28.49,23.56,0.46,0.23,0.13
2025-07-18,144.25215699656908,145.20431644869166,142.82391781838524,143.7760772705078,67173,0.0,0.0,30.1,25.74,0.13,0.0,-0.26
2025-07-21,144.72823119714317,145.2043109050285,143.77607178137248,144.2521514892578,45327,0.0,0.0,40.07,30.52,0.33,0.36,-0.03
2025-07-22,144.72823672263038,144.72823672263038,141.87175836626267,143.7760772705078,85108,0.0,0.0,45.76,35.6,-0.13,0.07,-0.4
2025-07-23,144.25216122677452,145.20432070681923,143.77608148675216,144.72824096679688,47011,0.0,0.0,59.08,43.43,0.4,0.63,0.21
2025-07-24,144.25216122677452,144.72824096679688,144.25216122677452,144.72824096679688,30032,0.0,0.0,67.96,51.6,0.33,0.56,0.23
2025-07-25,143.77607178137248,144.72823119714317,143.77607178137248,144.2521514892578,6012,0.0,0.0,69.11,57.44,-0.07,0.2,-0.03
2025-07-28,144.2521514892578,144.72823119714317,144.2521514892578,144.2521514892578,44242,0.0,0.0,69.89,61.59,-0.07,0.13,-0.02
2025-07-29,144.72823672263038,144.72823672263038,143.2999975444465,143.7760772705078,55190,0.0,0.0,65.64,62.94,-0.4,-0.26,-0.26
2025-07-30,144.25215699656908,144.72823672263038,143.7760772705078,143.7760772705078,18000,0.0,0.0,62.81,62.89,-0.26,-0.26,-0.21
2025-07-31,143.77607299804689,143.77607299804689,142.82391357421875,142.82391357421875,78037,0.0,0.0,51.39,59.06,-0.66,-0.83,-0.79
2025-08-04,141.39567989489706,142.34783935546875,139.96744070403952,142.34783935546875,135137,0.0,0.0,49.41,55.85,-0.73,-1.06,-1.03
2025-08-05,140.9195947265625,142.82391357421875,140.9195947265625,142.82391357421875,60541,0.0,0.0,51.12,54.27,-0.2,-0.63,-0.63
2025-08-06,141.8717596251829,142.34783935546875,141.8717596251829,142.34783935546875,44017,0.0,0.0,50.75,53.1,-0.33,-0.86,-0.89
2025-08-07,142.34784488549968,142.82392463428062,141.87176513671875,141.87176513671875,46446,0.0,0.0,47.17,51.12,-0.4,-1.0,-1.18
2025-08-08,142.34784488549968,142.34784488549968,141.87176513671875,141.87176513671875,54200,0.0,0.0,44.78,49.01,-0.27,-0.8,-1.11
2025-08-11,141.39568117502574,141.87176090962177,140.44352170583363,140.9196014404297,154581,0.0,0.0,36.52,44.84,-0.74,-1.23,-1.68
2025-08-12,141.39568117502574,141.39568117502574,140.9196014404297,140.9196014404297,88289,0.0,0.0,31.01,40.23,-0.47,-1.0,-1.6
2025-08-13,141.87175537520386,141.87175537520386,140.9195959431555,141.3956756591797,55001,0.0,0.0,33.17,37.88,-0.0,-0.5,-1.21
2025-08-14,141.87176513671875,141.87176513671875,140.91960563915688,141.87176513671875,51400,0.0,0.0,44.34,40.03,0.34,-0.03,-0.82
2025-08-15,141.87176513671875,141.87176513671875,141.39568538793782,141.87176513671875,29020,0.0,0.0,49.56,43.21,0.34,0.03,-0.73
2025-08-18,141.87175537520386,141.87175537520386,141.3956756591797,141.3956756591797,40000,0.0,0.0,46.37,44.26,-0.07,-0.24,-0.98
2025-08-19,140.9195959431555,141.3956756591797,140.9195959431555,141.3956756591797,53711,0.0,0.0,44.25,44.26,-0.13,-0.13,-0.88
2025-08-20,141.87175537520386,141.87175537520386,141.3956756591797,141.3956756591797,38132,0.0,0.0,46.17,44.89,-0.13,-0.07,-0.8
2025-08-21,141.87176513671875,141.87176513671875,141.39568538793782,141.87176513671875,34068,0.0,0.0,64.11,51.3,0.2,0.27,-0.37
2025-08-22,141.87176513671875,142.34784488549968,140.91960563915688,141.87176513671875,41025,0.0,0.0,64.96,55.85,0.2,0.27,-0.27
2025-08-25,141.87176513671875,142.34784488549968,141.39568538793782,141.87176513671875,43025,0.0,0.0,65.53,59.08,0.13,0.2,-0.18
2025-08-26,141.3956756591797,142.34783509122803,141.3956756591797,141.3956756591797,36015,0.0,0.0,54.8,57.65,-0.2,-0.17,-0.42
2025-08-27,141.39567989489706,142.34783935546875,141.39567989489706,142.34783935546875,34025,0.0,0.0,69.87,61.72,0.34,0.44,0.3
2025-08-28,141.87175537520386,141.87175537520386,141.3956756591797,141.3956756591797,22224,0.0,0.0,57.69,60.38,-0.27,-0.2,-0.29
2025-08-29,141.39568538793782,141.87176513671875,140.91960563915688,141.87176513671875,35000,0.0,0.0,60.68,60.48,0.07,0.13,0.08
2025-09-01,141.87176090962177,141.87176090962177,140.9196014404297,140.9196014404297,26259,0.0,0.0,40.45,53.8,-0.47,-0.5,-0.54
2025-09-02,140.9195959431555,141.87175537520386,140.9195959431555,141.3956756591797,21018,0.0,0.0,38.08,48.56,-0.13,-0.17,-0.15
2025-09-03,141.39568538793782,142.82392463428062,141.39568538793782,141.87176513671875,44054,0.0,0.0,42.05,46.39,0.27,0.13,0.2
2025-09-04,141.8717596251829,142.34783935546875,141.8717596251829,142.34783935546875,29126,0.0,0.0,53.04,48.61,0.47,0.44,0.52
2025-09-05,142.34783509122803,142.34783509122803,141.3956756591797,141.3956756591797,36284,0.0,0.0,43.69,46.97,-0.13,-0.2,-0.13
2025-09-08,141.39568538793782,141.87176513671875,141.39568538793782,141.87176513671875,41222,0.0,0.0,45.79,46.58,0.07,0.13,0.17
2025-09-09,141.39567989489706,142.34783935546875,141.39567989489706,142.34783935546875,56091,0.0,0.0,55.53,49.56,0.27,0.4,0.45
2025-09-10,141.3956756591797,141.87175537520386,141.3956756591797,141.3956756591797,43223,0.0,0.0,45.35,48.16,-0.34,-0.2,-0.22
2025-09-11,141.39567989489706,142.34783935546875,141.39567989489706,142.34783935546875,74149,0.0,0.0,55.24,50.52,0.34,0.4,0.44
2025-09-12,141.8717596251829,142.34783935546875,141.39567989489706,142.34783935546875,61107,0.0,0.0,61.82,54.29,0.2,0.37,0.42
2025-09-15,141.3956756591797,141.87175537520386,140.9195959431555,141.3956756591797,66033,0.0,0.0,49.55,52.71,-0.4,-0.34,-0.25
2025-09-16,141.39568117502574,141.39568117502574,140.9196014404297,140.9196014404297,33210,0.0,0.0,33.03,46.15,-0.54,-0.64,-0.57
2025-09-17,141.39568117502574,141.39568117502574,140.9196014404297,140.9196014404297,25525,0.0,0.0,22.02,38.11,-0.47,-0.57,-0.55
2025-09-18,141.87176090962177,141.87176090962177,140.9196014404297,140.9196014404297,29067,0.0,0.0,14.68,30.3,-0.27,-0.47,-0.52
2025-09-19,140.91960697497353,141.39568672826735,140.4435272216797,140.4435272216797,61042,0.0,0.0,9.79,23.46,-0.34,-0.74,-0.81
2025-09-22,140.4435174643588,140.4435174643588,139.96743774414062,139.96743774414062,69365,0.0,0.0,6.53,17.82,-0.47,-0.94,-1.08
2025-09-23,139.96744746838587,140.4435272216797,139.96744746838587,140.4435272216797,36250,0.0,0.0,11.02,15.55,-0.07,-0.47,-0.71
2025-09-24,140.4435174643588,140.91959718457696,139.96743774414062,139.96743774414062,48050,0.0,0.0,7.34,12.81,-0.27,-0.71,-0.96
2025-09-25,140.4435174643588,140.91959718457696,139.96743774414062,139.96743774414062,34039,0.0,0.0,4.9,10.18,-0.14,-0.54,-0.91
2025-09-26,139.96744326438514,139.96744326438514,139.49136352539062,139.49136352539062,56116,0.0,0.0,3.26,7.87,-0.34,-0.68,-1.16
2025-09-30,139.96744746838587,140.4435272216797,139.49136771509205,140.4435272216797,62009,0.0,0.0,15.51,10.42,0.27,0.07,-0.47
2025-10-01,140.4435174643588,140.4435174643588,139.96743774414062,139.96743774414062,38068,0.0,0.0,17.01,12.61,-0.0,-0.2,-0.76
2025-10-02,139.96744326438514,139.96744326438514,139.49136352539062,139.49136352539062,68048,0.0,0.0,11.34,12.19,-0.27,-0.44,-1.01
2025-10-03,139.49136352539062,139.49136352539062,139.0152837863961,139.49136352539062,62108,0.0,0.0,15.89,13.42,-0.2,-0.34,-0.91
2025-10-07,139.49136352539062,139.96744326438514,139.0152837863961,139.49136352539062,84502,0.0,0.0,18.93,15.26,-0.2,-0.27,-0.85
2025-10-08,139.49136352539062,139.49136352539062,139.0152837863961,139.49136352539062,74133,0.0,0.0,20.95,17.16,-0.07,-0.24,-0.76
2025-10-09,139.0152837863961,139.49136352539062,139.0152837863961,139.49136352539062,65065,0.0,0.0,22.3,18.87,0.0,-0.17,-0.66
2025-10-13,139.01528930664062,139.49136906454007,138.53920954874116,139.01528930664062,61075,0.0,0.0,23.2,20.31,-0.27,-0.44,-0.92
2025-10-14,139.01528930664062,139.01528930664062,138.53920954874116,139.01528930664062,82015,0.0,0.0,23.8,21.48,-0.21,-0.38,-0.8
2025-10-15,140.44352858033898,143.77608688563515,139.01528930664062,139.01528930664062,183110,0.0,0.0,18.9,20.62,-0.14,-0.34,-0.68
2025-10-16,139.49136906454007,139.49136906454007,138.53920954874116,139.01528930664062,72018,0.0,0.0,15.63,18.95,-0.07,-0.24,-0.6
2025-10-17,138.53919555241674,139.01527526221886,134.25447816419768,137.5870361328125,344055,0.0,0.0,22.09,20.0,-0.82,-1.1,-1.5
2025-10-20,137.5870403801043,138.53919982910156,137.11096065560565,138.53919982910156,110213,0.0,0.0,29.72,23.24,-0.07,-0.34,-0.73
2025-10-21,139.49136484080347,139.49136484080347,138.06312561035156,138.06312561035156,32200,0.0,0.0,33.15,26.54,-0.28,-0.58,-0.97
2025-10-22,138.53919982910156,138.53919982910156,137.5870403801043,138.53919982910156,83025,0.0,0.0,37.1,30.06,0.14,-0.17,-0.56
2025-10-23,139.49135927809883,139.49135927809883,138.53919982910156,138.53919982910156,34050,0.0,0.0,39.73,33.29,0.21,-0.1,-0.51
2025-10-27,139.0152837863961,139.49136352539062,138.5392040474016,139.49136352539062,72006,0.0,0.0,44.82,37.13,0.62,0.58,0.21
2025-10-28,139.49136906454007,139.49136906454007,138.53920954874116,139.01528930664062,31034,0.0,0.0,46.55,40.27,0.21,0.24,-0.1
2025-10-29,139.01528930664062,139.01528930664062,138.0631297908417,139.01528930664062,65000,0.0,0.0,61.34,47.29,0.07,0.24,-0.07
2025-10-30,138.06312137179904,138.06312137179904,137.1109619140625,137.1109619140625,112044,0.0,0.0,59.07,51.22,-1.1,-1.0,-1.35
2025-10-31,137.5870361328125,138.53919555241674,137.5870361328125,137.5870361328125,51762,0.0,0.0,46.05,49.49,-0.62,-0.55,-0.91
2025-11-03,137.58704164293076,138.06312137179904,137.1109619140625,137.1109619140625,107314,0.0,0.0,30.7,43.23,-0.62,-0.86,-1.15
2025-11-04,137.11095642301038,137.5870361328125,136.63487671320826,137.5870361328125,69181,0.0,0.0,31.58,39.35,-0.07,-0.45,-0.74
2025-11-05,137.11095642301038,137.5870361328125,136.63487671320826,137.5870361328125,76066,0.0,0.0,32.16,36.95,0.14,-0.41,-0.67
2025-11-06,138.06311584261462,138.06311584261462,137.11095642301038,137.5870361328125,53011,0.0,0.0,32.55,35.48,0.07,-0.34,-0.6
2025-11-07,137.58704586686758,138.06312561035156,137.11096612338363,138.06312561035156,50096,0.0,0.0,38.37,36.45,0.35,0.03,-0.21
2025-11-10,137.1109619140625,137.58704164293076,136.6348821851942,137.1109619140625,103080,0.0,0.0,32.25,35.05,-0.35,-0.48,-0.81
2025-11-11,137.1109619140625,137.58704164293076,136.6348821851942,137.1109619140625,46276,0.0,0.0,29.83,33.31,-0.28,-0.35,-0.74
2025-11-12,137.1109619140625,137.1109619140625,136.6348821851942,137.1109619140625,48130,0.0,0.0,28.22,31.61,-0.21,-0.21,-0.67
2025-11-13,137.1109674433798,137.1109674433798,136.1588079472452,136.6348876953125,87100,0.0,0.0,27.15,30.12,-0.42,-0.52,-0.93
2025-11-14,136.6348876953125,137.58704719144708,136.6348876953125,136.6348876953125,37001,0.0,0.0,26.43,28.89,-0.21,-0.45,-0.85
2025-11-17,137.1109674433798,137.1109674433798,136.1588079472452,136.6348876953125,61400,0.0,0.0,25.95,27.91,-0.14,-0.42,-0.81
2025-11-18,136.15879821777344,137.11095764586975,135.68271850372528,136.15879821777344,60050,0.0,0.0,23.97,26.6,-0.35,-0.66,-1.07
2025-11-19,137.11095764586975,137.11095764586975,135.68271850372528,136.15879821777344,40054,0.0,0.0,22.65,25.28,-0.21,-0.56,-1.0
2025-11-20,136.1588079472452,137.58704719144708,136.1588079472452,136.6348876953125,41109,0.0,0.0,31.76,27.44,0.14,-0.14,-0.59
2025-11-21,136.6348821851942,137.1109619140625,136.15880245632596,137.1109619140625,28079,0.0,0.0,46.18,33.69,0.42,0.28,-0.19
2025-11-24,137.11096065560565,138.53919982910156,136.63488093110703,138.53919982910156,61370,0.0,0.0,64.12,43.83,1.18,1.22,0.88
2025-11-25,138.53919555241674,138.53919555241674,137.11095642301038,137.5870361328125,34400,0.0,0.0,64.97,50.88,0.28,0.49,0.24
2025-11-26,137.1109619140625,137.58704164293076,136.15880245632596,137.1109619140625,61000,0.0,0.0,59.98,53.91,-0.21,0.14,-0.03
2025-11-27,136.6348821851942,138.06312137179904,136.6348821851942,137.1109619140625,44150,0.0,0.0,56.65,54.82,-0.28,0.1,-0.03
2025-11-28,137.11096065560565,139.01527955360018,137.11096065560565,138.53919982910156,41601,0.0,0.0,66.34,58.66,0.55,1.01,0.97
2025-12-01,137.11096612338363,138.53920535383554,137.11096612338363,138.06312561035156,40124,0.0,0.0,68.04,61.79,0.28,0.55,0.59
2025-12-02,138.0631297908417,139.01528930664062,138.0631297908417,139.01528930664062,46087,0.0,0.0,78.69,67.42,0.76,1.04,1.23
2025-12-03,138.53919858348613,139.96743774414062,138.53919858348613,139.96743774414062,60100,0.0,0.0,85.79,73.55,1.03,1.45,1.84
2025-12-04,139.49135802392246,139.96743774414062,139.0152783037043,139.96743774414062,45000,0.0,0.0,90.53,79.21,0.62,1.2,1.75
2025-12-05,139.01528930664062,139.49136906454007,138.53920954874116,139.01528930664062,36362,0.0,0.0,85.35,81.26,-0.14,0.38,1.02
2025-12-08,138.53919982910156,139.01527955360018,138.06312010460292,138.53919982910156,53036,0.0,0.0,77.74,80.08,-0.55,0.03,0.62
2025-12-09,138.0631297908417,139.01528930664062,138.0631297908417,139.01528930664062,21000,0.0,0.0,75.63,78.6,-0.21,0.27,0.9
2025-12-10,138.53920954874116,139.01528930664062,138.53920954874116,139.01528930664062,26055,0.0,0.0,72.64,76.61,-0.07,0.14,0.83
2025-12-11,138.06312561035156,138.53920535383554,138.06312561035156,138.06312561035156,45074,0.0,0.0,59.54,70.92,-0.48,-0.62,0.09
2025-12-12,138.53920535383554,139.01528509731952,138.06312561035156,138.06312561035156,23000,0.0,0.0,39.69,60.51,-0.34,-0.58,0.03
2025-12-15,138.06312561035156,138.53920535383554,137.58704586686758,138.06312561035156,38000,0.0,0.0,33.13,51.39,-0.28,-0.58,-0.02
2025-12-16,137.1109702750428,139.01528930664062,136.63489051714333,139.01528930664062,110000,0.0,0.0,45.9,49.56,0.41,0.1,0.57
2025-12-17,138.53919555241674,138.53919555241674,137.5870361328125,137.5870361328125,34000,0.0,0.0,41.71,46.94,-0.41,-0.76,-0.52
2025-12-18,138.06311584261462,138.06311584261462,137.11095642301038,137.5870361328125,40021,0.0,0.0,41.14,45.01,-0.34,-0.58,-0.55
2025-12-19,137.11096612338363,138.06312561035156,137.11096612338363,138.06312561035156,17114,0.0,0.0,47.43,45.81,0.0,-0.17,-0.24
2025-12-22,138.06311584261462,138.06311584261462,137.11095642301038,137.5870361328125,48080,0.0,0.0,44.95,45.53,-0.28,-0.45,-0.55
2025-12-23,137.1109619140625,137.58704164293076,137.1109619140625,137.1109619140625,32061,0.0,0.0,36.63,42.56,-0.35,-0.66,-0.88
2025-12-24,137.1109619140625,137.58704164293076,137.1109619140625,137.1109619140625,40031,0.0,0.0,31.09,38.74,-0.28,-0.52,-0.88
2025-12-26,137.11095642301038,138.06311584261462,137.11095642301038,137.5870361328125,62030,0.0,0.0,34.06,37.18,0.07,-0.14,-0.55
2025-12-29,137.5870403801043,138.53919982910156,137.11096065560565,138.53919982910156,26183,0.0,0.0,49.37,41.24,0.69,0.52,0.14
2025-12-30,138.06312561035156,138.53920535383554,137.11096612338363,138.06312561035156,38000,0.0,0.0,55.14,45.87,0.28,0.17,-0.21
2025-12-31,137.5870361328125,138.06311584261462,137.11095642301038,137.5870361328125,52206,0.0,0.0,47.87,46.54,-0.14,-0.07,-0.5
2026-01-02,138.06312561035156,139.49136484080347,137.58704586686758,138.06312561035156,59319,0.0,0.0,45.25,46.11,0.07,0.24,-0.09
2026-01-05,138.06312137179904,138.06312137179904,137.1109619140625,137.1109619140625,52039,0.0,0.0,30.16,40.79,-0.55,-0.41,-0.67
2026-01-06,137.58704586686758,138.06312561035156,137.11096612338363,138.06312561035156,48253,0.0,0.0,33.44,38.34,0.21,0.28,0.05
2026-01-07,137.5870361328125,138.06311584261462,137.11095642301038,137.5870361328125,85009,0.0,0.0,28.96,35.22,-0.07,-0.07,-0.26
2026-01-08,137.5870361328125,138.06311584261462,137.11095642301038,137.5870361328125,35051,0.0,0.0,25.97,32.14,-0.07,-0.1,-0.21
2026-01-09,137.5870361328125,138.06311584261462,137.5870361328125,137.5870361328125,45034,0.0,0.0,23.98,29.42,-0.0,-0.14,-0.16
2026-01-12,137.5870361328125,138.06311584261462,137.11095642301038,137.5870361328125,47690,0.0,0.0,22.66,27.16,-0.07,-0.14,-0.14
2026-01-13,137.58705003294224,139.49136906454007,137.58705003294224,139.01528930664062,70251,0.0,0.0,41.77,32.03,0.83,0.86,0.86
2026-01-14,139.0152837863961,139.49136352539062,138.5392040474016,139.49136352539062,61138,0.0,0.0,61.18,41.75,0.9,1.1,1.16
2026-01-15,139.01528930664062,139.96744882243954,138.53920954874116,139.01528930664062,42030,0.0,0.0,63.01,48.84,0.34,0.65,0.81
2026-01-16,139.0152837863961,139.49136352539062,139.0152837863961,139.49136352539062,33028,0.0,0.0,69.78,55.82,0.41,0.9,1.09
2026-01-19,139.01528930664062,139.49136906454007,139.01528930664062,139.01528930664062,48080,0.0,0.0,68.74,60.13,-0.14,0.41,0.69
2026-01-20,139.01528930664062,139.49136906454007,138.53920954874116,139.01528930664062,36174,0.0,0.0,68.05,62.77,-0.14,0.34,0.65
2026-01-21,139.01528930664062,139.01528930664062,137.58705003294224,139.01528930664062,85210,0.0,0.0,67.59,64.38,-0.07,0.24,0.6
2026-01-22,138.06312430840708,139.49136352539062,137.5870445694126,139.49136352539062,82254,0.0,0.0,72.84,67.2,0.21,0.45,0.86
2026-01-23,139.49136484080347,139.49136484080347,138.06312561035156,138.06312561035156,32500,0.0,0.0,55.23,63.21,-0.62,-0.62,-0.21
2026-01-26,138.06312561035156,138.53920535383554,137.58704586686758,138.06312561035156,78063,0.0,0.0,43.48,56.63,-0.48,-0.65,-0.22
2026-01-27,138.06312010460292,138.53919982910156,137.5870403801043,138.53919982910156,40101,0.0,0.0,42.32,51.86,-0.07,-0.27,0.12
2026-01-28,138.53920535383554,138.53920535383554,138.06312561035156,138.06312561035156,46050,0.0,0.0,36.55,46.76,-0.28,-0.51,-0.22
2026-01-29,138.06312845521057,142.82392598814883,138.06312845521057,140.4435272216797,87035,0.0,0.0,42.55,45.35,1.3,1.1,1.39
2026-01-30,139.96744882243954,139.96744882243954,138.53920954874116,139.01528930664062,47091,0.0,0.0,37.46,42.72,0.14,0.1,0.33
2026-02-02,139.01528509731952,139.01528509731952,138.06312561035156,138.06312561035156,56119,0.0,0.0,28.0,37.81,-0.55,-0.51,-0.39
2026-02-03,138.06312010460292,139.01527955360018,138.06312010460292,138.53919982910156,51000,0.0,0.0,24.73,33.45,-0.21,-0.14,-0.07
2026-02-04,139.49135802392246,140.4435174643588,138.53919858348613,139.96743774414062,44068,0.0,0.0,31.64,32.85,0.55,0.82,0.87
2026-02-05,140.44352300337962,140.44352300337962,139.0152837863961,139.49136352539062,59140,0.0,0.0,33.21,32.97,0.34,0.48,0.46
2026-02-06,140.4435272216797,140.4435272216797,138.06312845521057,140.4435272216797,116045,0.0,0.0,40.32,35.42,0.82,0.99,1.04
2026-02-09,140.4435174643588,140.4435174643588,139.0152783037043,139.96743774414062,70141,0.0,0.0,40.22,37.02,0.2,0.51,0.62
2026-02-10,139.9674419712376,141.39568117502574,139.49136223664155,140.9196014404297,159492,0.0,0.0,46.81,40.28,0.54,1.02,1.23
2026-02-11,142.34783935546875,142.34783935546875,140.9196001646112,142.34783935546875,166013,0.0,0.0,64.54,48.37,1.22,1.74,2.15
2026-02-23,143.7760772705078,144.72823672263038,142.82391781838524,143.7760772705078,226120,0.0,0.0,71.6,56.11,1.62,2.51,3.0
2026-02-24,143.77607178137248,144.2521514892578,143.29999207348715,144.2521514892578,67059,0.0,0.0,78.68,63.64,1.41,2.47,3.17
2026-02-25,143.77607178137248,144.2521514892578,143.29999207348715,144.2521514892578,72087,0.0,0.0,83.41,70.23,0.8,2.02,2.97
2026-02-26,142.34783265771645,144.2521514892578,142.34783265771645,144.2521514892578,102342,0.0,0.0,86.56,75.67,0.33,1.61,2.78
2026-03-02,143.77608564788218,146.15648441688683,142.3478463864794,145.68040466308594,176309,0.0,0.0,89.08,80.14,0.86,2.2,3.55
2026-03-03,145.20432070681923,145.6804004468416,143.77608148675216,144.72824096679688,96000,0.0,0.0,86.05,82.11,0.07,1.16,2.69
2026-03-04,143.77608279611582,144.25216254047382,142.8239233073998,143.3000030517578,133199,0.0,0.0,76.42,80.21,-0.79,-0.03,1.48
2026-03-05,143.3000017467298,144.72824096679688,143.3000017467298,144.72824096679688,128100,0.0,0.0,75.19,78.54,0.13,0.63,2.25
2026-03-06,144.72823119714317,144.72823119714317,143.77607178137248,144.2521514892578,62033,0.0,0.0,66.79,74.62,-0.2,0.07,1.71
2026-03-09,144.25215699656908,144.25215699656908,142.34783809232394,143.7760772705078,169055,0.0,0.0,57.03,68.76,-0.26,-0.36,1.17
2026-03-10,142.8239233073998,143.77608279611582,142.3478435630418,143.3000030517578,109486,0.0,0.0,46.35,61.29,-0.4,-0.66,0.74
2026-03-11,143.3000030517578,143.77608279611582,142.8239233073998,143.3000030517578,44025,0.0,0.0,39.23,53.94,-0.4,-0.59,0.58
2026-03-12,142.82391357421875,143.2999932861328,142.3478338623047,142.82391357421875,89060,0.0,0.0,30.32,46.07,-0.46,-0.83,0.08
2026-03-13,142.8239190857546,142.8239190857546,141.8717596251829,142.34783935546875,120048,0.0,0.0,24.38,38.84,-0.53,-1.03,-0.38
2026-03-16,142.3478338623047,142.82391357421875,141.39567443847656,142.82391357421875,104051,0.0,0.0,30.54,36.07,-0.07,-0.5,-0.15
2026-03-17,142.3478338623047,142.82391357421875,141.8717541503906,142.82391357421875,91020,0.0,0.0,34.65,35.6,-0.0,-0.37,-0.27
2026-03-18,142.82391781838524,143.7760772705078,142.82391781838524,143.7760772705078,54030,0.0,0.0,46.91,39.37,0.6,0.27,0.28
2026-03-19,143.7760785463263,143.7760785463263,142.34783935546875,142.34783935546875,59021,0.0,0.0,42.38,40.37,-0.33,-0.57,-0.8
