date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d,bias_5,bias_10,bias_20
2024-11-22,133.0635528564453,133.0635528564453,132.1521586587984,133.0635528564453,28025,0.0,0.0,39.09,28.14,0.14,0.03,-2.01
2024-11-25,133.0635508842209,133.97494506835938,133.0635508842209,133.97494506835938,48040,0.0,0.0,59.4,38.56,0.55,0.89,-1.11
2024-11-26,133.97494705409218,133.97494705409218,133.0635528564453,133.0635528564453,27005,0.0,0.0,64.6,47.24,-0.14,0.27,-1.52
2024-11-27,132.1521672514296,133.06356150833602,132.1521672514296,132.6078643798828,16120,0.0,0.0,63.9,52.79,-0.34,-0.03,-1.61
2024-11-28,132.15216522737575,133.51925659179688,132.15216522737575,133.51925659179688,32207,0.0,0.0,70.38,58.65,0.21,0.48,-0.71
2024-11-29,132.15216522737575,133.51925659179688,132.15216522737575,133.51925659179688,20190,0.0,0.0,71.92,63.08,0.14,0.31,-0.46
2024-12-02,132.6078643798828,133.06356150833602,132.1521672514296,132.6078643798828,35387,0.0,0.0,56.28,60.81,-0.34,-0.41,-0.94
2024-12-03,133.06356150833602,133.51925863678923,132.6078643798828,132.6078643798828,33500,0.0,0.0,45.85,55.82,-0.27,-0.38,-0.75
2024-12-04,132.60785575762188,133.51924995526875,132.60785575762188,133.0635528564453,24002,0.0,0.0,47.24,52.96,-0.0,-0.0,-0.26
2024-12-05,133.97494705409218,134.43064415291565,133.0635528564453,133.0635528564453,23032,0.0,0.0,44.82,50.25,0.07,-0.03,-0.1
2024-12-06,133.51924995526875,133.51924995526875,133.0635528564453,133.0635528564453,16030,0.0,0.0,43.22,47.9,0.14,-0.03,-0.0
2024-12-09,133.51923654490506,133.51923654490506,132.1521453857422,132.1521453857422,73332,0.0,0.0,28.81,41.54,-0.48,-0.58,-0.53
2024-12-10,132.60785575762188,133.0635528564453,132.60785575762188,133.0635528564453,7084,0.0,0.0,32.54,38.54,0.14,0.1,0.19
2024-12-11,132.6078643798828,133.06356150833602,132.1521672514296,132.6078643798828,28250,0.0,0.0,28.36,35.15,-0.14,-0.24,-0.14
2024-12-12,132.6078643798828,133.06356150833602,132.1521672514296,132.6078643798828,28000,0.0,0.0,25.57,31.96,-0.07,-0.17,-0.19
2024-12-13,132.1521586587984,133.0635528564453,131.69646155997498,133.0635528564453,17107,0.0,0.0,33.72,32.54,0.27,0.21,0.09
2024-12-16,132.6078643798828,132.6078643798828,132.6078643798828,132.6078643798828,7241,0.0,0.0,33.59,32.89,-0.14,-0.14,-0.27
2024-12-17,132.1521453857422,133.06353949185075,132.1521453857422,132.1521453857422,40021,0.0,0.0,27.95,31.24,-0.34,-0.45,-0.58
2024-12-18,132.1521453857422,132.60784243879647,132.1521453857422,132.1521453857422,46600,0.0,0.0,26.96,29.82,-0.28,-0.38,-0.53
2024-12-19,132.1521453857422,132.60784243879647,131.6964483326879,132.1521453857422,42840,0.0,0.0,26.31,28.65,-0.21,-0.31,-0.51
2024-12-20,131.6964701229764,132.6078643798828,131.6964701229764,132.6078643798828,53000,0.0,0.0,39.76,32.35,0.21,0.07,-0.15
2024-12-23,133.06355947032316,133.97495371327057,132.60786234884944,133.51925659179688,45178,0.0,0.0,53.17,39.29,0.76,0.65,0.55
2024-12-24,133.06356150833602,133.06356150833602,132.6078643798828,132.6078643798828,20103,0.0,0.0,48.78,42.46,0.0,0.0,-0.12
2024-12-25,133.51924995526875,133.51924995526875,132.60785575762188,133.0635528564453,24200,0.0,0.0,52.52,45.81,0.21,0.31,0.21
2024-12-26,133.0635528564453,133.0635528564453,132.60785575762188,133.0635528564453,17166,0.0,0.0,55.01,48.88,0.07,0.27,0.22
2024-12-27,133.97495371327057,133.97495371327057,133.06355947032316,133.51925659179688,15202,0.0,0.0,63.34,53.7,0.27,0.58,0.57
2024-12-30,133.51925863678923,133.51925863678923,132.6078643798828,132.6078643798828,25094,0.0,0.0,55.56,54.32,-0.27,-0.1,-0.12
2024-12-31,132.15215670008237,133.97494506835938,132.15215670008237,133.97494506835938,85576,0.0,0.0,70.37,59.67,0.55,0.79,0.86
2025-01-02,133.0635528564453,133.51924995526875,132.1521586587984,133.0635528564453,63292,0.0,0.0,66.92,62.09,-0.14,0.03,0.17
2025-01-03,133.06353949185075,133.06353949185075,132.1521453857422,132.1521453857422,30202,0.0,0.0,44.61,56.26,-0.68,-0.65,-0.48
2025-01-06,133.06353949185075,133.06353949185075,132.1521453857422,132.1521453857422,27310,0.0,0.0,29.74,47.42,-0.48,-0.62,-0.45
2025-01-07,132.1521453857422,132.60784243879647,132.1521453857422,132.1521453857422,58026,0.0,0.0,19.83,38.22,-0.41,-0.51,-0.45
2025-01-08,132.1521453857422,132.60784243879647,132.1521453857422,132.1521453857422,36116,0.0,0.0,13.22,29.89,-0.14,-0.48,-0.41
2025-01-09,132.1521453857422,132.60784243879647,131.6964483326879,132.1521453857422,39119,0.0,0.0,15.48,25.09,0.0,-0.41,-0.39
2025-01-10,132.1521626578437,132.1521626578437,131.2407684326172,131.2407684326172,38082,0.0,0.0,10.32,20.16,-0.55,-0.96,-1.03
2025-01-13,131.2407684326172,131.2407684326172,130.32937420739069,131.2407684326172,106079,0.0,0.0,15.21,18.51,-0.41,-0.79,-0.96
2025-01-14,131.24076178680312,131.24076178680312,130.78506469726562,130.78506469726562,13014,0.0,0.0,14.9,17.31,-0.55,-1.0,-1.24
2025-01-15,130.78506274371824,132.1521539919104,130.32936566098752,131.6964569091797,49023,0.0,0.0,26.6,20.41,0.21,-0.14,-0.53
2025-01-16,131.6964483326879,133.51923654490506,131.24075127963363,132.1521453857422,48007,0.0,0.0,36.78,25.87,0.55,0.28,-0.19
2025-01-17,132.1521672514296,133.06356150833602,132.1521672514296,132.6078643798828,22022,0.0,0.0,48.33,33.35,0.69,0.59,0.14
2025-01-20,132.60784243879647,132.60784243879647,131.6964483326879,132.1521453857422,16043,0.0,0.0,51.27,39.33,0.21,0.24,-0.19
2025-01-21,132.60784243879647,133.06353949185075,131.6964483326879,132.1521453857422,15986,0.0,0.0,53.23,43.96,-0.0,0.24,-0.14
2025-01-22,132.6078643798828,133.06356150833602,132.6078643798828,132.6078643798828,20028,0.0,0.0,59.29,49.07,0.21,0.55,0.21
2025-02-03,132.60785575762188,134.88634125173908,132.60785575762188,133.0635528564453,92112,0.0,0.0,59.53,52.56,0.41,0.83,0.55
2025-02-04,133.51925659179688,133.97495371327057,133.51925659179688,133.51925659179688,25052,0.0,0.0,63.02,56.04,0.62,1.0,0.88
2025-02-05,134.43064019486712,135.34203436567978,133.97494310946078,134.88633728027344,69139,0.0,0.0,72.32,61.47,1.23,1.75,1.86
2025-02-06,134.8863439078283,135.342041015625,134.8863439078283,135.342041015625,28392,0.0,0.0,81.54,68.16,1.09,1.75,2.1
2025-02-07,134.88633728027344,134.88633728027344,134.88633728027344,134.88633728027344,4051,0.0,0.0,83.53,73.28,0.41,1.16,1.72
2025-02-10,134.43064415291565,134.43064415291565,132.60785575762188,133.0635528564453,73701,0.0,0.0,68.19,71.58,-0.95,-0.27,0.34
2025-02-11,132.1521672514296,133.06356150833602,132.1521672514296,132.6078643798828,78119,0.0,0.0,53.79,65.65,-1.15,-0.61,-0.02
2025-02-12,132.60785575762188,133.51924995526875,132.60785575762188,133.0635528564453,16108,0.0,0.0,45.38,58.9,-0.54,-0.34,0.29
2025-02-13,133.06355947032316,133.51925659179688,132.60786234884944,133.51925659179688,20030,0.0,0.0,44.54,54.11,0.07,-0.1,0.58
2025-02-14,133.51925659179688,133.97495371327057,133.51925659179688,133.51925659179688,19037,0.0,0.0,43.98,50.73,0.27,-0.17,0.53
2025-02-17,134.88633925249786,134.88633925249786,133.97494506835938,133.97494506835938,40266,0.0,0.0,48.37,49.95,0.48,0.1,0.81
2025-02-18,133.51925457453325,134.43064880371094,133.51925457453325,134.43064880371094,18308,0.0,0.0,56.05,51.98,0.55,0.37,1.03
2025-02-19,134.43064680003158,135.7977381234217,133.97494969223484,135.342041015625,49210,0.0,0.0,66.54,56.83,0.88,1.02,1.56
2025-02-20,135.34203436567978,135.34203436567978,134.43064019486712,134.88633728027344,14319,0.0,0.0,69.36,61.01,0.34,0.71,1.06
2025-02-21,139.4433135986328,143.08889042474087,138.5319193921058,139.4433135986328,249846,0.0,0.0,68.46,63.49,2.82,3.76,4.17
2025-02-24,138.9876251220703,139.89901938516587,138.07623085897478,138.9876251220703,88168,0.0,0.0,65.93,64.3,1.73,2.97,3.57
2025-02-25,138.07622032660944,140.35470581054688,138.07622032660944,140.35470581054688,128194,0.0,0.0,68.59,65.73,1.85,3.39,4.28
2025-02-26,139.443320209118,140.35471445885076,138.9876230842516,139.89901733398438,38158,0.0,0.0,67.95,66.47,0.85,2.54,3.65
2025-02-27,139.4433156063682,139.89901271619294,138.53192138671875,138.53192138671875,158129,0.0,0.0,62.76,65.23,-0.65,1.16,2.39
2025-03-03,139.4433096608808,141.72179511285597,139.4433096608808,141.26609802246094,152291,0.0,0.0,68.82,66.43,1.04,2.58,4.08
2025-03-04,140.81040490842332,140.81040490842332,138.5319193921058,139.4433135986328,99900,0.0,0.0,65.88,66.25,-0.33,0.86,2.5
2025-03-05,139.44332225361808,139.44332225361808,138.9876251220703,138.9876251220703,46610,0.0,0.0,61.47,64.65,-0.46,0.2,1.96
2025-03-06,138.9876251220703,139.89901938516587,138.9876251220703,138.9876251220703,43324,0.0,0.0,47.04,58.78,-0.33,-0.07,1.8
2025-03-07,138.9876164953693,139.4433135986328,138.9876164953693,139.4433135986328,62285,0.0,0.0,43.86,53.81,-0.13,-0.07,1.98
2025-03-10,139.4433135986328,139.89901070189632,138.9876164953693,139.4433135986328,45046,0.0,0.0,41.74,49.78,0.13,-0.07,1.81
2025-03-11,138.53192595938518,139.89901733398438,138.0762288345188,139.89901733398438,94553,0.0,0.0,44.49,48.02,0.39,0.2,1.89
2025-03-12,138.9876251220703,140.35471651671364,138.9876251220703,138.9876251220703,79037,0.0,0.0,38.0,44.68,-0.26,-0.36,0.99
2025-03-13,138.9876251220703,139.44332225361808,138.9876251220703,138.9876251220703,42277,0.0,0.0,33.66,41.01,-0.26,-0.29,0.78
2025-03-14,138.9876184965435,139.4433156063682,137.62052716706927,138.53192138671875,99077,0.0,0.0,31.97,37.99,-0.46,-0.62,0.26
2025-03-17,138.5319300484736,138.98762718679097,138.07623291015625,138.07623291015625,28951,0.0,0.0,26.87,34.28,-0.59,-0.72,-0.23
2025-03-18,138.076224276894,138.9876184965435,138.076224276894,138.53192138671875,40200,0.0,0.0,29.02,32.53,-0.07,-0.33,-0.07
2025-03-19,138.0762222888423,139.89901070189632,138.0762222888423,139.4433135986328,97122,0.0,0.0,41.57,35.54,0.53,0.29,0.41
2025-03-20,138.9876164953693,140.35470780515982,138.9876164953693,139.4433135986328,76075,0.0,0.0,49.94,40.34,0.46,0.26,0.26
2025-03-21,138.9876184965435,139.89901271619294,138.53192138671875,138.53192138671875,79120,0.0,0.0,44.4,41.69,-0.2,-0.33,-0.52
2025-03-24,138.5319193921058,139.89901070189632,138.5319193921058,139.4433135986328,75161,0.0,0.0,51.82,45.07,0.26,0.33,0.13
2025-03-25,139.443320209118,140.35471445885076,139.443320209118,139.89901733398438,34045,0.0,0.0,62.33,50.82,0.39,0.66,0.43
2025-03-26,139.8990087137594,140.35470581054688,139.8990087137594,140.35470581054688,24122,0.0,0.0,74.88,58.84,0.59,0.88,0.75
2025-03-27,139.44332225361808,139.44332225361808,138.9876251220703,138.9876251220703,16348,0.0,0.0,63.26,60.31,-0.33,-0.1,-0.2
2025-03-28,138.98762718679097,138.98762718679097,138.07623291015625,138.07623291015625,31430,0.0,0.0,42.17,54.27,-0.92,-0.72,-0.83
2025-03-31,137.16481877644856,138.07621292114257,135.79772755940755,136.70912170410156,113148,0.0,0.0,34.78,47.77,-1.51,-1.61,-1.66
2025-04-01,136.70912834496988,138.53191672290282,136.25343125048667,137.16482543945312,66091,0.0,0.0,33.19,42.91,-0.79,-1.18,-1.25
2025-04-02,137.16482543945312,137.62052253393637,137.16482543945312,137.16482543945312,28027,0.0,0.0,32.12,39.31,-0.33,-1.02,-1.18
2025-04-07,127.59518891378166,139.4433135986328,127.59518891378166,139.4433135986328,584795,0.0,0.0,52.37,43.67,1.26,0.62,0.44
2025-04-08,138.53191196518455,138.53191196518455,135.7977294921875,135.7977294921875,307509,0.0,0.0,56.34,47.89,-1.06,-1.81,-2.05
2025-04-09,135.7977381234217,136.70913233901516,132.6078583688447,135.342041015625,233188,0.0,0.0,57.8,51.19,-1.2,-1.85,-2.24
2025-04-10,139.4433243251083,141.2661128783777,137.62053577183892,138.07623291015625,298125,0.0,0.0,64.09,55.49,0.66,0.26,-0.2
2025-04-11,136.70913294741982,139.4433156063682,136.70913294741982,138.53192138671875,107325,0.0,0.0,69.39,60.13,0.8,0.73,0.15
2025-04-14,138.5319187330163,138.98761583411175,136.25343322753906,136.25343322753906,95277,0.0,0.0,67.37,62.54,-0.4,-0.73,-1.4
2025-04-15,137.16483205833185,139.44331764069614,136.2534378253861,137.6205291748047,99060,0.0,0.0,69.36,64.81,0.33,0.3,-0.38
2025-04-16,138.53190999348956,138.53190999348956,136.70912170410156,136.70912170410156,103162,0.0,0.0,68.46,66.03,-0.53,-0.37,-0.99
2025-04-17,136.25344435688686,138.07623291015625,136.25344435688686,138.07623291015625,31150,0.0,0.0,71.2,67.75,0.46,0.56,0.02
2025-04-18,138.53190999348956,138.53190999348956,136.70912170410156,136.70912170410156,55130,0.0,0.0,63.25,66.25,-0.27,-0.4,-0.88
2025-04-21,135.79774070891324,137.6205291748047,135.79774070891324,137.6205291748047,72289,0.0,0.0,61.47,64.66,0.2,0.4,-0.15
2025-04-22,137.62052253393637,138.53191672290282,136.70912834496988,137.16482543945312,46047,0.0,0.0,49.31,59.54,-0.07,-0.03,-0.43
2025-04-23,137.6205291748047,138.98762052422327,137.6205291748047,137.6205291748047,69053,0.0,0.0,49.54,56.21,0.13,0.13,-0.03
2025-04-24,137.16483659587922,138.9876251220703,137.16483659587922,138.9876251220703,50187,0.0,0.0,62.19,58.2,0.99,1.06,0.99
2025-04-25,138.53192138671875,139.4433156063682,138.076224276894,138.53192138671875,45025,0.0,0.0,66.46,60.96,0.4,0.73,0.73
2025-04-28,138.98762718679097,138.98762718679097,136.70914149520422,138.07623291015625,141093,0.0,0.0,65.14,62.35,0.0,0.26,0.43
2025-04-29,138.07623291015625,138.5319300484736,137.62053577183892,138.07623291015625,38033,0.0,0.0,64.26,62.99,-0.13,0.23,0.43
2025-04-30,138.07622629127755,138.5319234077504,137.16483205833185,137.6205291748047,94025,0.0,0.0,59.51,61.83,-0.46,-0.17,0.07
2025-05-02,138.0762222888423,141.26610201168683,137.6205251855788,139.4433135986328,200239,0.0,0.0,61.89,61.85,0.79,1.06,1.31
2025-05-05,141.72179013656756,150.83573162444972,141.72179013656756,147.19015502929688,1151175,0.0,0.0,65.99,63.23,5.07,5.87,6.55
2025-05-06,152.20282284763206,154.02561114520847,147.19015502929688,147.19015502929688,558242,0.0,0.0,64.17,63.54,3.73,5.14,6.25
2025-05-07,147.19017482827778,150.3800547781166,146.73447769258652,148.55726623535156,350569,0.0,0.0,65.59,64.23,3.16,5.26,6.75
2025-05-08,148.55726623535156,149.92435764242535,147.64587196396903,148.55726623535156,123593,0.0,0.0,66.53,64.99,1.62,4.45,6.24
2025-05-09,148.55725295455366,149.4686471444589,147.1901616696958,147.64585876464844,163239,0.0,0.0,65.41,65.13,-0.12,3.18,5.23
2025-05-12,149.01296131785324,149.924355576678,148.10156705902844,149.46865844726562,258500,0.0,0.0,67.93,66.06,0.8,3.67,6.11
2025-05-13,148.55725295455366,149.0129500495063,147.64585876464844,147.64585876464844,187103,0.0,0.0,66.01,66.05,-0.49,1.73,4.4
2025-05-14,147.64587196396903,148.55726623535156,146.27878055689524,148.55726623535156,148517,0.0,0.0,66.23,66.11,0.12,1.62,4.64
2025-05-15,148.55726623535156,149.01296337104282,147.19017482827778,148.55726623535156,103303,0.0,0.0,62.67,64.96,0.12,0.87,4.2
2025-05-16,149.4686471444589,149.4686471444589,147.64585876464844,147.64585876464844,90058,0.0,0.0,47.66,59.19,-0.49,-0.31,3.22
2025-05-19,146.73447115384616,148.55725961538462,145.8230769230769,148.1015625,143113,0.0,0.0,48.44,55.61,0.0,-0.06,3.13
2025-05-20,149.01296337104282,149.01296337104282,146.73447769258652,148.55726623535156,88377,0.0,0.0,54.52,55.25,0.18,0.15,3.05
2025-05-21,148.55725760270332,149.4686518211248,147.64586338428182,149.01295471191406,88102,0.0,0.0,62.27,57.59,0.43,0.43,2.94
2025-05-22,148.10156049349257,149.4686518211248,147.64586338428182,149.01295471191406,58319,0.0,0.0,67.44,60.87,0.37,0.4,2.54
2025-05-23,148.55725295455366,148.55725295455366,147.64585876464844,147.64585876464844,44261,0.0,0.0,61.63,61.12,-0.55,-0.52,1.3
2025-05-26,148.10156049349257,149.4686518211248,147.64586338428182,149.01295471191406,76111,0.0,0.0,70.25,64.17,0.25,0.43,1.87
2025-05-27,149.0129433268733,149.0129433268733,147.19015502929688,147.19015502929688,78280,0.0,0.0,59.33,62.55,-0.8,-0.77,0.31
2025-05-28,148.1015625,149.01295673076922,147.64586538461538,148.1015625,86200,0.0,0.0,60.39,61.83,-0.06,-0.12,0.59
2025-05-29,149.01295928955076,150.83574778238932,148.55726216634113,150.3800506591797,384824,0.0,0.0,70.56,64.74,1.29,1.29,1.69
