date,open,high,low,close,volume,dividends,stock_splits
2024-08-07,129.41797342865308,130.78506469726562,128.9622763391156,130.78506469726562,104271,0.0,0.0
2024-08-08,129.41797538891174,130.32936958179138,129.41797538891174,129.87367248535156,72240,0.0,0.0
2024-08-09,130.32936566098752,131.6964569091797,129.8736685782568,131.6964569091797,143324,0.0,0.0
2024-08-12,131.24075127963363,132.1521453857422,131.24075127963363,132.1521453857422,104354,0.0,0.0
2024-08-13,132.1521586587984,133.0635528564453,131.24076446115154,133.0635528564453,89110,0.0,0.0
2024-08-14,133.51924797629013,133.97494506835938,132.15215670008237,133.97494506835938,172225,0.0,0.0
2024-08-15,134.88633728027344,134.88633728027344,133.51924602405447,134.88633728027344,154657,0.0,0.0
2024-08-16,134.88633925249786,134.88633925249786,133.51924797629013,133.97494506835938,90200,0.0,0.0
2024-08-19,133.06356150833602,133.51925863678923,132.1521672514296,132.6078643798828,31394,0.0,0.0
2024-08-20,133.06356150833602,133.06356150833602,132.1521672514296,132.6078643798828,51061,0.0,0.0
2024-08-21,132.60785575762188,133.0635528564453,132.60785575762188,133.0635528564453,46269,0.0,0.0
2024-08-22,133.0635528564453,133.51924995526875,132.1521586587984,133.0635528564453,27168,0.0,0.0
2024-08-23,132.60784243879647,133.06353949185075,132.1521453857422,132.1521453857422,35152,0.0,0.0
2024-08-26,132.1521586587984,133.0635528564453,132.1521586587984,133.0635528564453,52127,0.0,0.0
2024-08-27,132.60786034535553,134.43064880371094,132.60786034535553,134.43064880371094,69381,0.0,0.0
2024-08-28,133.51924797629013,133.97494506835938,133.0635508842209,133.97494506835938,44001,0.0,0.0
2024-08-29,133.97494506835938,134.43064216042862,133.51924797629013,133.97494506835938,61466,0.0,0.0
2024-08-30,134.43064880371094,134.43064880371094,133.51925457453325,134.43064880371094,63116,0.0,0.0
2024-09-02,134.43064019486712,134.88633728027344,133.97494310946078,134.88633728027344,92273,0.0,0.0
2024-09-03,134.88633925249786,134.88633925249786,133.97494506835938,133.97494506835938,33150,0.0,0.0
2024-09-04,132.1521626578437,133.06355688307022,131.2407684326172,131.2407684326172,138349,0.0,0.0
2024-09-05,131.24075127963363,132.60784243879647,131.24075127963363,132.1521453857422,44272,0.0,0.0
2024-09-06,131.6964483326879,133.06353949185075,131.24075127963363,132.1521453857422,59300,0.0,0.0
